Country,FAO.ID,Year,SE,BioPhysical,HIndex
Belgium-Luxembourg,15,2009,NA,NA,NA
Belgium-Luxembourg,15,2010,NA,NA,NA
Belgium-Luxembourg,15,2011,NA,NA,NA
Belgium,255,1992,1.199872406,NA,NA
Belgium,255,1993,1.046235146,NA,NA
Belgium,255,1994,1.063000859,NA,NA
Belgium,255,1995,1.208954017,NA,NA
Belgium,255,1996,1.153637276,NA,NA
Belgium,255,1997,1.128281679,NA,NA
Belgium,255,1998,1.097027887,NA,NA
Belgium,255,1999,0.995387121,NA,NA
Belgium,255,2000,0.874349451,NA,45
Belgium,255,2001,0.867627515,NA,44
Belgium,255,2002,0.934228367,NA,45
Belgium,255,2003,1.130462833,NA,45
Belgium,255,2004,1.221817993,NA,44
Belgium,255,2005,1.303697336,NA,45
Belgium,255,2006,1.273194046,NA,47
Belgium,255,2007,1.41969775,NA,46
Belgium,255,2008,1.403716516,NA,45
Belgium,255,2009,1.309016766,NA,46
Belgium,255,2010,1.326631104,NA,47
Belgium,255,2011,1.354829643,NA,46
Belize,23,1992,NA,0.5,NA
Belize,23,1993,NA,0.5,NA
Belize,23,1994,NA,0.5,NA
Belize,23,1995,NA,0.5,NA
Belize,23,1996,NA,0.5,NA
Belize,23,1997,NA,0.5,NA
Belize,23,1998,NA,0.5,NA
Belize,23,1999,NA,0.5,NA
Belize,23,2000,NA,0.5,NA
Belize,23,2001,NA,0.5,NA
Belize,23,2002,NA,0.5,NA
Belize,23,2003,NA,0.5,NA
Belize,23,2004,NA,0.5,NA
Belize,23,2005,NA,0.465933963,NA
Belize,23,2006,NA,0.5,NA
Belize,23,2007,NA,0.5,NA
Belize,23,2008,NA,0.5,NA
Belize,23,2009,NA,0.5,NA
Belize,23,2010,NA,0.5,NA
Belize,23,2011,NA,0.5,NA
Benin,53,1992,NA,1,41
Benin,53,1993,NA,1,41
Benin,53,1994,NA,1,41
Benin,53,1995,NA,1,42
Benin,53,1996,NA,1,42
Benin,53,1997,NA,1,43
Benin,53,1998,NA,1,42
Benin,53,1999,NA,1,42
Benin,53,2000,NA,1,42
Benin,53,2001,NA,1,42
Benin,53,2002,NA,1,42
Benin,53,2003,NA,1,42
Benin,53,2004,NA,1,42
Benin,53,2005,NA,1,42
Benin,53,2006,NA,0.954514362,42
Benin,53,2007,NA,1,42
Benin,53,2008,NA,1,42
Benin,53,2009,NA,1,42
Benin,53,2010,NA,1,42
Benin,53,2011,NA,0.938078911,42
Bermuda,17,1992,NA,NA,NA
Bermuda,17,1993,NA,NA,NA
Bermuda,17,1994,NA,NA,NA
Bermuda,17,1995,NA,NA,NA
Bermuda,17,1996,NA,NA,NA
Bermuda,17,1997,NA,NA,NA
Bermuda,17,1998,NA,NA,NA
Bermuda,17,1999,NA,NA,NA
Bermuda,17,2000,NA,NA,NA
Bermuda,17,2001,NA,NA,NA
Bermuda,17,2002,NA,NA,NA
Bermuda,17,2003,NA,NA,NA
Bermuda,17,2004,NA,NA,NA
Bermuda,17,2005,NA,NA,NA
Bermuda,17,2006,NA,NA,NA
Bermuda,17,2007,NA,NA,NA
Bermuda,17,2008,NA,NA,NA
Bermuda,17,2009,NA,NA,NA
Bermuda,17,2010,NA,NA,NA
Bermuda,17,2011,NA,NA,NA
Bhutan,18,1992,NA,0.334,26
Bhutan,18,1993,NA,0.334,26
Bhutan,18,1994,NA,0.334,26
Bhutan,18,1995,NA,0.334,26
Bhutan,18,1996,NA,0.334,26
Bhutan,18,1997,NA,0.334,27
Bhutan,18,1998,NA,0.334,27
Bhutan,18,1999,NA,0.334,28
Bhutan,18,2000,NA,0.334,28
Bhutan,18,2001,NA,0.334,28
Bhutan,18,2002,NA,0.334,28
Bhutan,18,2003,NA,0.334,33
Bhutan,18,2004,NA,0.334,42
Bhutan,18,2005,NA,0.334,42
Bhutan,18,2006,NA,0.334,42
Bhutan,18,2007,NA,0.334,42
Bhutan,18,2008,NA,0.334,42
Bhutan,18,2009,NA,0.334,43
Bhutan,18,2010,NA,0.334,43
Bhutan,18,2011,NA,0.334,43
Bolivia (Plurinational State of),19,1992,0.010258965,1,69
Bolivia (Plurinational State of),19,1993,0.010011792,1,69
Bolivia (Plurinational State of),19,1994,0.008553075,1,69
Bolivia (Plurinational State of),19,1995,0.008820362,1,69
Bolivia (Plurinational State of),19,1996,0.008896392,1,69
Bolivia (Plurinational State of),19,1997,0.006542859,1,69
Bolivia (Plurinational State of),19,1998,0.00945815,1,69
Bolivia (Plurinational State of),19,1999,0.003715507,1,69
Bolivia (Plurinational State of),19,2000,0.002274255,1,69
Bolivia (Plurinational State of),19,2001,0.004364386,1,69
Bolivia (Plurinational State of),19,2002,0.003896903,1,68
Bolivia (Plurinational State of),19,2003,0.006520671,1,67
Bolivia (Plurinational State of),19,2004,0.007871875,1,67
Bolivia (Plurinational State of),19,2005,0.005237892,1,67
Bolivia (Plurinational State of),19,2006,0.006335696,1,67
Bolivia (Plurinational State of),19,2007,0.008688119,1,67
Bolivia (Plurinational State of),19,2008,0.014012521,1,67
Bolivia (Plurinational State of),19,2009,0.014895648,1,66
Bolivia (Plurinational State of),19,2010,0.012639766,1,66
Bolivia (Plurinational State of),19,2011,0.023132346,1,66
Bosnia and Herzegovina,80,1992,NA,1,48
Bosnia and Herzegovina,80,1993,NA,1,47
Bosnia and Herzegovina,80,1994,NA,1,48
Bosnia and Herzegovina,80,1995,NA,1,48
Bosnia and Herzegovina,80,1996,NA,1,48
Bosnia and Herzegovina,80,1997,NA,1,47
Bosnia and Herzegovina,80,1998,NA,1,47
Bosnia and Herzegovina,80,1999,NA,1,47
Bosnia and Herzegovina,80,2000,NA,1,47
Bosnia and Herzegovina,80,2001,NA,1,47
Bosnia and Herzegovina,80,2002,NA,1,48
Bosnia and Herzegovina,80,2003,NA,1,48
Bosnia and Herzegovina,80,2004,NA,1,50
Bosnia and Herzegovina,80,2005,NA,1,53
Bosnia and Herzegovina,80,2006,NA,1,52
Bosnia and Herzegovina,80,2007,NA,1,54
Bosnia and Herzegovina,80,2008,NA,1,53
Bosnia and Herzegovina,80,2009,NA,1,54
Bosnia and Herzegovina,80,2010,NA,1,55
Bosnia and Herzegovina,80,2011,NA,1,54
Botswana,20,1992,0.029658075,1,22
Botswana,20,1993,0.027782855,1,22
Botswana,20,1994,0.026813149,1,22
Botswana,20,1995,0.02631339,1,22
Botswana,20,1996,0.025076719,1,22
Botswana,20,1997,0.025978754,1,22
Botswana,20,1998,0.02353571,1,22
Botswana,20,1999,0.023593826,1,22
Botswana,20,2000,0.023708185,1,22
Botswana,20,2001,0.022728058,1,22
Botswana,20,2002,0.021718721,1,22
Botswana,20,2003,0.024016836,1,22
Botswana,20,2004,0.031702165,1,22
Botswana,20,2005,0.036339956,1,22
Botswana,20,2006,0.033875774,1,22
Botswana,20,2007,0.034319275,1,22
Botswana,20,2008,0.029573353,1,22
Botswana,20,2009,0.027800652,1,21
Botswana,20,2010,0.036226907,1,21
Botswana,20,2011,0.03798766,1,21
Bouvet Island,31,1992,NA,NA,NA
Bouvet Island,31,1993,NA,NA,NA
Bouvet Island,31,1994,NA,NA,NA
Bouvet Island,31,1995,NA,NA,NA
Bouvet Island,31,1996,NA,NA,NA
Bouvet Island,31,1997,NA,NA,NA
Bouvet Island,31,1998,NA,NA,NA
Bouvet Island,31,1999,NA,NA,NA
Bouvet Island,31,2000,NA,NA,NA
Bouvet Island,31,2001,NA,NA,NA
Bouvet Island,31,2002,NA,NA,NA
Bouvet Island,31,2003,NA,NA,NA
Bouvet Island,31,2004,NA,NA,NA
Bouvet Island,31,2005,NA,NA,NA
Bouvet Island,31,2006,NA,NA,NA
Bouvet Island,31,2007,NA,NA,NA
Bouvet Island,31,2008,NA,NA,NA
Bouvet Island,31,2009,NA,NA,NA
Bouvet Island,31,2010,NA,NA,NA
Bouvet Island,31,2011,NA,NA,NA
Brazil,21,1992,0.034771232,1,64
Brazil,21,1993,0.031680227,1,64
Brazil,21,1994,0.038887259,1,62
Brazil,21,1995,0.051277482,1,63
Brazil,21,1996,0.049698228,1,63
Brazil,21,1997,0.05422327,1,63
Brazil,21,1998,0.053831094,1,64
Brazil,21,1999,0.034674759,1,74
Brazil,21,2000,0.040666862,1,64
Brazil,21,2001,0.030126837,0.938452597,64
Brazil,21,2002,0.028756745,0.977199698,64
Brazil,21,2003,0.029473921,0.911198776,64
Brazil,21,2004,0.036112126,1,64
Brazil,21,2005,0.051875451,1,65
Brazil,21,2006,0.064026042,0.969245778,65
Brazil,21,2007,0.075228006,0.887770855,65
Brazil,21,2008,0.082400459,0.863507276,65
Brazil,21,2009,0.081388933,0.908950579,65
Brazil,21,2010,0.10022364,0.824167893,65
Brazil,21,2011,0.116680947,0.839791649,65
British Indian Ocean Territory,24,1992,NA,NA,NA
British Indian Ocean Territory,24,1993,NA,NA,NA
British Indian Ocean Territory,24,1994,NA,NA,NA
British Indian Ocean Territory,24,1995,NA,NA,NA
British Indian Ocean Territory,24,1996,NA,NA,NA
British Indian Ocean Territory,24,1997,NA,NA,NA
British Indian Ocean Territory,24,1998,NA,NA,NA
British Indian Ocean Territory,24,1999,NA,NA,NA
British Indian Ocean Territory,24,2000,NA,NA,NA
British Indian Ocean Territory,24,2001,NA,NA,NA
British Indian Ocean Territory,24,2002,NA,NA,NA
British Indian Ocean Territory,24,2003,NA,NA,NA
British Indian Ocean Territory,24,2004,NA,NA,NA
British Indian Ocean Territory,24,2005,NA,NA,NA
British Indian Ocean Territory,24,2006,NA,NA,NA
British Indian Ocean Territory,24,2007,NA,NA,NA
British Indian Ocean Territory,24,2008,NA,NA,NA
British Indian Ocean Territory,24,2009,NA,NA,NA
British Indian Ocean Territory,24,2010,NA,NA,NA
British Indian Ocean Territory,24,2011,NA,NA,NA
British Virgin Islands,239,1992,NA,NA,NA
British Virgin Islands,239,1993,NA,NA,NA
British Virgin Islands,239,1994,NA,NA,NA
British Virgin Islands,239,1995,NA,NA,NA
British Virgin Islands,239,1996,NA,NA,NA
